Label,Confidence,Full Tweet,Sanitized Tweet
pos,1.0,"RT @JacksonWang852: Happy birthday to mommy🎂🎉
Wish I can stay with you and celebrate
Everyday every second every moment
I feel blessed to b…",happy birthday mommy🎂🎉 wish stay celebrate everyday every second every moment feel blessed b…
pos,1.0,RT @TraceeEllisRoss: Thank you to our planet. Happy #EarthDay! https://t.co/8bgQe9GZzW,thank planet. happy earthday!
neutral,0.75,"RT @mikekempphoto: Happy Earth Day!

in celebration of our planet here's some (very) old nature work of mine. https://t.co/37ttS6oGFc",happy earth day! celebration planet here's (very) old nature work mine.
irrelevant,,"RT @ShettimaYafanna: @FadeelahLamorde Happy birthday dear, Baarakallahu feek 💕💕","happy birthday dear, baarakallahu feek 💕💕"
pos,1.0,"RT @JacksonWang852: Happy birthday to mommy🎂🎉
Wish I can stay with you and celebrate
Everyday every second every moment
I feel blessed to b…",happy birthday mommy🎂🎉 wish stay celebrate everyday every second every moment feel blessed b…
pos,1.0,happy St. George’s day🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿,happy st. george’s day🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿
pos,1.0,RT @SpaceX: Happy Earth Day! https://t.co/wvFit5hIq3,happy earth day!
pos,1.0,@jenowrld WAIT HAPPY BDAY FREY!!!!,wait happy bday frey!!!!
pos,1.0,RT @VitoGesualdi: Happy birthday to known abuser Amber Heard https://t.co/AbqfXbpcTz,happy birthday known abuser amber heard
pos,1.0,"RT @JYPETWICE: Happy Birthday CHAEYOUNG

#HappyCHAEYOUNGday https://t.co/kN2IpDlgid",happy birthday chaeyoung happychaeyoungday
pos,1.0,RT @idleguide: 📣 It’s officially been 1 year since ‘I MADE’ was released and Senorita blessed our ears. Happy anniversary to this awesome m…,📣 it’s officially 1 year since ‘i made’ released senorita blessed ears. happy anniversary awesome m…
pos,1.0,"RT @JacksonWang852: Happy birthday to mommy🎂🎉
Wish I can stay with you and celebrate
Everyday every second every moment
I feel blessed to b…",happy birthday mommy🎂🎉 wish stay celebrate everyday every second every moment feel blessed b…
pos,1.0,So happy Chaeyeong and Aaliya's day,happy chaeyeong aaliya's day
pos,1.0,RT @FreeWildHorses: HAPPY EARTH DAY! 🌎 https://t.co/5YYofEM3Qz,happy earth day! 🌎
pos,1.0,@genevievegauss Happy Birthday...awkward under the circumstances to celebrate but hope you enjoy your day in the best possible way 🎂🧡😊,happy birthday...awkward circumstances celebrate hope enjoy day best possible way 🎂🧡😊
pos,1.0,RT @leilanih_: The same people who are posting happy earth day are the same people who leave there chip bags on the floor at school LMAOOOO…,people posting happy earth day people leave chip bags floor school lmaoooo…
irrelevant,,"RT @IvankaTrump: Thankful for all that Mother Earth 🌎 has provided us.

Tomorrow will be better + brighter than today as we emerge from thi…",thankful mother earth 🌎 provided us. tomorrow better brighter today emerge thi…
pos,1.0,"RT @JYPETWICE: Happy Birthday CHAEYOUNG

#HappyCHAEYOUNGday https://t.co/kN2IpDlgid",happy birthday chaeyoung happychaeyoungday
irrelevant,,"RT @Rhay1991: Make your mental health your top priority, nothing else matters unless you’re happy.","make mental health top priority, nothing else matters unless you’re happy."
neg,1.0,"RT @JuiceCastleSky: Giveaway of $50 worth of OWN token for 5 random people ! 

Follow me and @OwnToken
Retweet pinned,like and tag 3 friend…","giveaway $50 worth token 5 random people follow retweet pinned,like tag 3 friend…"
pos,1.0,i’m so happy today is earth day it’s truly my favorite day of the year! i’m glad she’s flourishing for a little🌏🍃,i’m happy today earth day it’s truly favorite day year! i’m glad she’s flourishing little🌏🍃
neg,1.0,@PopCrave @ShawnMendes @Camila_Cabello happy💕💕,happy💕💕
pos,1.0,RT @jadenhossler: happy earth day ! i’m gonna start traveling as soon as quarantine is over so i can see the beauty that is earth&lt;3,happy earth day i’m gonna start traveling soon quarantine see beauty earth&lt;3
irrelevant,,RT @Iwthebrave: i know im late but happy earth day goodnight https://t.co/uFn0pOrvW4,know im late happy earth day goodnight
pos,1.0,"RT @anggestherr: happy earth day 🧘🏽🌿🌞
take a moment to admire this sunny time, it’s blissful!","happy earth day 🧘🏽🌿🌞 take moment admire sunny time, it’s blissful!"
neg,1.0,"RT @OhMichael3: HAPPY ANNIVERSARY!

ENVIRONMENTALISTS HAVE NOW BEEN WRONG ABOUT EVERYTHING FOR FIFTY YEARS.

https://t.co/wp0AhL7tnY",happy anniversary! environmentalists wrong everything fifty years.
pos,1.0,@stfuhales happy birthday!! 🥰,happy birthday!! 🥰
pos,1.0,RT @InsaneLetterbox: Happy Earth Day https://t.co/Q4BtC7iZ7Z,happy earth day
pos,1.0,@HS_12773 @c_roge24 He’s probably really happy in his marriage tbh,he’s probably really happy marriage tbh
irrelevant,,"RT @Rhay1991: Make your mental health your top priority, nothing else matters unless you’re happy.","make mental health top priority, nothing else matters unless you’re happy."
pos,1.0,@JYPETWICE Happy birthday to our strawberry!! I love you chae 💜🥳🥺 https://t.co/yJrWt6yJKg,happy birthday strawberry!! love chae 💜🥳🥺
pos,1.0,RT @JheneAiko: Happy Earth Day to our beautiful Mama 🌎 #EarthDayAtHome https://t.co/SXAnDmapJt,happy earth day beautiful mama 🌎 earthdayathome
pos,1.0,@jadenhossler happy earth day bb &lt;3,happy earth day bb &lt;3
pos,1.0,RT @Sarenganes_: I'm happy and grateful that I'm not allergic to you 😭🙏♥️,i'm happy grateful i'm allergic 😭🙏♥️
neg,1.0,RT @edhelms: This is in less than half an hour! Check out Whiskey Sour Happy Hour at the https://t.co/Xl0o0vvRQZ or their youtube/facebook…,less half hour! check whiskey sour happy hour youtube/facebook…
pos,1.0,"@fox7austin The police won’t do anything to stop people sneaking into the country illegally, but would be more than happy to arrest people for sneaking into the park illegally.  #priorities","police won’t anything stop people sneaking country illegally, would happy arrest people sneaking park illegally. priorities"
pos,1.0,"RT @ColourPopCo: #Giveaway 

Happy Saturday! We are giving away our new @ultabeauty exclusive palettes to 3 lucky winners! 

To Enter: 
☀️L…",giveaway happy saturday! giving away new exclusive palettes 3 lucky winners! enter: ☀️l…
neg,1.0,RT @blxcknicotine: i’m only asking for a clear mind and a happy heart,i’m asking clear mind happy heart
pos,1.0,"HAPPY BIRTHDAY YOU SWEET ANGEL I HOPE YOU HAVE THE BEST DAY YOU MULTITALENTED QUEEN I LOVE YOU THANK YOU FOR SHARING YOUR LOVE AND POSITIVITY WITH THE WORLD 💙💙
#KindButNotSoft #chaeyoungday @JYPETWICE https://t.co/ExXUojfEdR",happy birthday sweet angel hope best day multitalented queen love thank sharing love positivity world 💙💙 kindbutnotsoft chaeyoungday
pos,1.0,"RT @solarplexusart: happy 🌍 day!
currently available, $30 shipped!
dm to claim🥰🍄🦋 https://t.co/BJNmkGUF5l","happy 🌍 day! currently available, $30 shipped! dm claim🥰🍄🦋"
pos,1.0,"RT @seulpics: 200421 Lysn

OP nicknamed Hyang-i is just very happy about the news today!
Cheered on Seulgi and hoped she can do the music s…",200421 lysn op nicknamed hyang-i happy news today! cheered seulgi hoped music s…
pos,1.0,@GeneralHospital @IngoRademacher Happy Birthday Ingo https://t.co/JHSu7xVcVl,happy birthday ingo
pos,1.0,Happy Earth Day! My thoughts on living close to the natural world... https://t.co/ntFs7gdMSC via @midlifequeen,happy earth day! thoughts living close natural world... via
pos,1.0,RT @99fumero: happy #EarthDay ! https://t.co/xMOsUbP0uH,happy earthday
pos,1.0,"@AlpNavruz 
Happy ramadan alpcim ❤ wish you happy and  calm days kalbim❤🙏 ..hope you are fasting canim 😃",happy ramadan alpcim ❤ wish happy calm days kalbim❤🙏 ..hope fasting canim 😃
neg,1.0,"RT @luvchrispy: chan going live every week seems like a fever dream now. like, WE HAD THEM WEEKLY AT ONE POINT. it makes me so happy. he ha…","chan going live every week seems like fever dream now. like, weekly one point. makes happy. ha…"
pos,1.0,"RT @JYPETWICE: Happy Birthday CHAEYOUNG

#HappyCHAEYOUNGday https://t.co/kN2IpDlgid",happy birthday chaeyoung happychaeyoungday
pos,1.0,"RT @JacksonWang852: Happy birthday to mommy🎂🎉
Wish I can stay with you and celebrate
Everyday every second every moment
I feel blessed to b…",happy birthday mommy🎂🎉 wish stay celebrate everyday every second every moment feel blessed b…
neutral,0.75,"RT @LeviStraussCo: Happy #EarthDay! As a company, we are doing our part every day to do right by our planet in various ways. How are you do…","happy earthday! company, part every day right planet various ways. do…"
neutral,0.75,"@BrushMedia We are happy to assist. Can we ask what menu bar you are looking for? Also, keep rating that music. They more you like/dislike, the better the app can tailor what it sends you.","happy assist. ask menu bar looking for? also, keep rating music. like/dislike, better app tailor sends you."
pos,1.0,RT @dhershiser: This article made me so happy! Coral reefs are the heart &amp; soul of our oceans &amp; are dying from #ClimateChange If you haven’…,article made happy! coral reefs heart &amp; soul oceans &amp; dying climatechange haven’…
pos,1.0,"RT @JacksonWang852: Happy birthday to mommy🎂🎉
Wish I can stay with you and celebrate
Everyday every second every moment
I feel blessed to b…",happy birthday mommy🎂🎉 wish stay celebrate everyday every second every moment feel blessed b…
pos,1.0,Why do Machine gun kelly fans use the f word in the weirdest places? I guess today’s his bday and I’ve seen shit like “happy fucking 30th birthday mgk” and “happy birth fucking day mgk.” Like bro fucking shut the fuck up saying fuck doesn’t make you fucking edgier you fucks,machine gun kelly fans use f word weirdest places? guess today’s bday i’ve seen shit like “happy fucking 30th birthday mgk” “happy birth fucking day mgk.” like bro fucking shut fuck saying fuck doesn’t make fucking edgier fucks
pos,1.0,"RT @JYPETWICE: Happy Birthday CHAEYOUNG

#HappyCHAEYOUNGday https://t.co/kN2IpDlgid",happy birthday chaeyoung happychaeyoungday
pos,1.0,Happy Earth Day from the Synced Heroes! https://t.co/7gkoi4DhWZ,happy earth day synced heroes!
pos,1.0,"RT @JacksonWang852: Happy birthday to mommy🎂🎉
Wish I can stay with you and celebrate
Everyday every second every moment
I feel blessed to b…",happy birthday mommy🎂🎉 wish stay celebrate everyday every second every moment feel blessed b…
pos,1.0,RT @JaredLeto: Happy #EarthDay 🌎 https://t.co/9R5xJscfRq,happy earthday 🌎
pos,1.0,"RT @asiadraws: Happy Earth Day, and listen to your mother(nature) And please STAY -and I can’t stress this enough- HOME. If you have the ab…","happy earth day, listen mother(nature) please stay -and can’t stress enough- home. ab…"
pos,1.0,Happy Hump-Day Beauties!! I finally assembled the little cart I picked up at @michaelsstores and filled it up with some goodies. This is actually a really nice storage cart and fits a lot. I got it on sale for $20!… https://t.co/s1MIacNOFG,happy hump-day beauties!! finally assembled little cart picked filled goodies. actually really nice storage cart fits lot. got sale $20!…
pos,1.0,"RT @DJAB_1998: Happy Earth Day 🌎

Te debemos tanto a ti... https://t.co/SsxwhCm5Ww",happy earth day 🌎 te debemos tanto ti...
irrelevant,,Being physically distanced to each other doesn't mean we cannot celebrate the birthday together. Thank you so much Mrs. @LisaWhang and Mrs. @pringlev93 to greet them happy birthday today!! This made their day! Stallions rock! @WSE_Stallions @WSEfirsties https://t.co/QaF1U0nMAz,physically distanced mean cannot celebrate birthday together. thank much mrs. mrs. greet happy birthday today!! made day! stallions rock!
