Label,Confidence,Full Tweet,Sanitized Tweet
pos,0.8571428571428571,"RT @NevadaElJefe: ""Where's Christopher Wray?... Why Didn't We Learn This From Him?"" - Jim Jordan Goes After FBI Director Wray for Hiding Un…","""where's christopher wray?... learn him?"" jim jordan goes fbi director wray hiding un…"
neg,1.0,RT @realDonaldTrump: “The only thing we got wrong is that it was even worse (the corruption) than we thought.” @Jim_Jordan  DIRTY COPS!,“the thing got wrong even worse (the corruption) thought.” dirty cops!
neutral,0.7142857142857143,"RT @Curious434: @realDonaldTrump @Jim_Jordan “The only thing we got wrong is that even though more Americans voter for Hillary than tRump,…","“the thing got wrong even though americans voter hillary trump,…"
neutral,0.7142857142857143,@realDonaldTrump @Jim_Jordan You’re unraveling in plain sight https://t.co/nFD2Km5fyU,you’re unraveling plain sight
neg,1.0,RT @realDonaldTrump: “The only thing we got wrong is that it was even worse (the corruption) than we thought.” @Jim_Jordan  DIRTY COPS!,“the thing got wrong even worse (the corruption) thought.” dirty cops!
neg,1.0,"@realDonaldTrump @Jim_Jordan Right and the only thing you got wrong is having Fauci and Birx  being apart of this phony plandemic ,ALERT  must watch quickly &gt;   Former AIDS Scientist Exposes Dr. Fauci’s Medical Corruption 
625,590 views•Premiered 12 hours ago &gt; https://t.co/Y6Ni1CGDVg","right thing got wrong fauci birx apart phony plandemic ,alert must watch quickly &gt; former aids scientist exposes dr. fauci’s medical corruption 625,590 views•premiered 12 hours ago &gt;"
neutral,0.7142857142857143,RT @repeat1968: @realDonaldTrump @Jim_Jordan The only thing wrong... https://t.co/VC0PPRvRQn,thing wrong...
neutral,0.7142857142857143,RT @Qanon76: @realDonaldTrump @Jim_Jordan undertook in joint efforts w/ domestic and foreign dignitaries. The snowball has begun rolling -…,undertook joint efforts w/ domestic foreign dignitaries. snowball begun rolling -…
neg,1.0,RT @realDonaldTrump: “The only thing we got wrong is that it was even worse (the corruption) than we thought.” @Jim_Jordan  DIRTY COPS!,“the thing got wrong even worse (the corruption) thought.” dirty cops!
neutral,0.7142857142857143,"RT @vetpatriot17: Caught red handed. On video.

Twitter @jack manipulating (conservative) tweets.

Again.

@tedcruz @Jim_Jordan @realDonald…",caught red handed. video. twitter manipulating (conservative) tweets. again.
neutral,0.5714285714285714,@realDonaldTrump @Jim_Jordan What if we started using DSL instead of Fedex or UPS to slow the spread?  Would that work?,started using dsl instead fedex ups slow spread? would work?
pos,0.8571428571428571,RT @TheHoopCentral: Wilt Chamberlain once told Michael Jordan on the GOAT debate: “The difference between you and me is that they had to ch…,wilt chamberlain told michael jordan goat debate: “the difference ch…
neg,1.0,"@realDonaldTrump @Jim_Jordan Go away Gym, that game is over. We DO know who the real dirty dog is though. https://t.co/sxoZTVtrhZ","go away gym, game over. know real dirty dog though."
neg,0.8571428571428571,"@RedNinetyFour Dude, if you never saw Jordan play, then just stop with your off-based opinions. https://t.co/xY6WW6OR1C","dude, never saw jordan play, stop off-based opinions."
pos,1.0,RT @Truth4Disclosur: @Jordan_Sather_ @YouTube your censorship is completely disgusting.,censorship completely disgusting.
neutral,0.7142857142857143,RT @HTC247: Former ECU LB Jordan Williams goes No. 1 overall in the CFL Draft.,former ecu lb jordan williams goes no. 1 overall cfl draft.
neg,1.0,RT @realDonaldTrump: “The only thing we got wrong is that it was even worse (the corruption) than we thought.” @Jim_Jordan  DIRTY COPS!,“the thing got wrong even worse (the corruption) thought.” dirty cops!
pos,1.0,RT @JustFreshKicks: Air Jordan 1 High OG “Dark Mocha” Releasing May 30th https://t.co/zvFHuYTTbF https://t.co/cVgZPIQgMf,air jordan 1 high og “dark mocha” releasing may 30th
pos,0.8571428571428571,"RT @lukedepulford: The @GOVUK believes that @hkpoliceforce brutality should be investigated. 

Three of the KEY perpetrators of that brutal…",believes brutality investigated. three key perpetrators brutal…
neutral,0.7142857142857143,@realDonaldTrump @Jim_Jordan Dirty politicians!,dirty politicians!
pos,1.0,Lol why you hate Jordan so much? What he do to you? I hated him back when he played but you gotta respect his game. And he never said he was the GOAT. Many others say it and he has a great argument. 🤷🏾‍♂️ https://t.co/he7qf1mA02,lol hate jordan much? you? hated back played gotta respect game. never said goat. many others say great argument. 🤷🏾‍♂️
pos,1.0,RT @sportswiki96: No disrespect to Scottie Pippen but he was never 2nd best overall player.  Dennis Rodman was a better defender with the p…,disrespect scottie pippen never 2nd best overall player. dennis rodman better defender p…
pos,0.8571428571428571,@realDonaldTrump @Jim_Jordan Comey and his lackeys should go to jail. Let the inmates take care of them.,comey lackeys go jail. let inmates take care them.
neg,1.0,RT @realDonaldTrump: “The only thing we got wrong is that it was even worse (the corruption) than we thought.” @Jim_Jordan  DIRTY COPS!,“the thing got wrong even worse (the corruption) thought.” dirty cops!
neutral,0.5714285714285714,That Jordan 1 is CLEAN. 👌 https://t.co/pUkB7YG8uJ,jordan 1 clean. 👌
pos,0.8571428571428571,"RT @Jordan_Sather_: Facebook: https://t.co/Q5A3MDI1YD

Instagram: https://t.co/xfGacCFlHX

Gab: https://t.co/YJnjT1BYNo

Parler: https://t.…",facebook: instagram: gab: parler:
neg,0.8571428571428571,@realDonaldTrump @POTUS @Jim_Jordan Upstate NY is loaded with them.,upstate ny loaded them.
neg,1.0,RT @realDonaldTrump: “The only thing we got wrong is that it was even worse (the corruption) than we thought.” @Jim_Jordan  DIRTY COPS!,“the thing got wrong even worse (the corruption) thought.” dirty cops!
pos,0.8571428571428571,"RT @JohnBasham: ""Where's Christopher Wray?...Why Didn't We Learn This From Him?""- @Jim_Jordan on the @FBI hiding their criminal activity in…","""where's christopher wray?...why learn him?""- hiding criminal activity in…"
pos,0.8571428571428571,RT @real_defender: @realDonaldTrump @Jim_Jordan James Comey neeeds to be investigated and prosecuted.,james comey neeeds investigated prosecuted.
pos,1.0,"@ChiChiGreenblat i did it
thank you
:)
😍",thank :) 😍
neutral,0.7142857142857143,Jordan doc is structured horribly it’s all over the place,jordan doc structured horribly it’s place
pos,1.0,@johnpavlovitz @realDonaldTrump @Jim_Jordan Good example for others to follow actually.,good example others follow actually.
pos,0.8571428571428571,@realDonaldTrump @Jim_Jordan Let us see the 6am swat raids at these ppls house and see them do the perp walk of shame,let us see 6am swat raids ppls house see perp walk shame
pos,1.0,"RT @creekresortpa: @yoselinlr30 @real_defender @realDonaldTrump @Jim_Jordan good

nice!",good nice!
neg,1.0,RT @realDonaldTrump: “The only thing we got wrong is that it was even worse (the corruption) than we thought.” @Jim_Jordan  DIRTY COPS!,“the thing got wrong even worse (the corruption) thought.” dirty cops!
neg,1.0,RT @realDonaldTrump: “The only thing we got wrong is that it was even worse (the corruption) than we thought.” @Jim_Jordan  DIRTY COPS!,“the thing got wrong even worse (the corruption) thought.” dirty cops!
neutral,0.7142857142857143,"RT @stacykasse: @realDonaldTrump @Jim_Jordan This is not a tv https://t.co/XSiVjLoWrE's life...people are dying, people are hungry, people…","tv life...people dying, people hungry, people…"
pos,1.0,"@Process_76ers @lgibstr Not an MJ hater at all, I love him. Look at my first response saying he’d be great in this era. I’m just realistic, unlike too many Jordan fans who think he’s unimpeachable. It’s a damn fact that he wasn’t a good three point shooter, that was acknowledged his whole career.","mj hater all, love him. look first response saying he’d great era. i’m realistic, unlike many jordan fans think he’s unimpeachable. it’s damn fact wasn’t good three point shooter, acknowledged whole career."
pos,0.8571428571428571,"@Sonmendes_2 
All Night - mishlawi",night mishlawi
neg,1.0,RT @realDonaldTrump: “The only thing we got wrong is that it was even worse (the corruption) than we thought.” @Jim_Jordan  DIRTY COPS!,“the thing got wrong even worse (the corruption) thought.” dirty cops!
pos,0.8571428571428571,Isiah Thomas ranks Michael Jordan as the fourth-best player he ever faced https://t.co/8mf54ntEYA,isiah thomas ranks michael jordan fourth-best player ever faced
pos,1.0,This next mj last dance finna show a lot of y’all that don’t know nun bout ball that it been teams shooting the 3 great teams Jordan just a different breed y’all don’t hear about nobody he ended everybody nobody ate and he tell u what he gone do https://t.co/mjbWArlg7N,next mj last dance finna show lot y’all don’t know nun bout ball teams shooting 3 great teams jordan different breed y’all don’t hear nobody ended everybody nobody ate tell u gone
pos,0.8571428571428571,@LHDSR_TV @thomas28329984 @Jordan_Sather_ This thread is G O L D ✨✨✨,thread g l ✨✨✨
neutral,0.5714285714285714,"RT @TalbertSwan: @realDonaldTrump @Jim_Jordan 63,000 DEAD because of your incompetence, yet you’re tweeting nonsense all day long and tryin…","63,000 dead incompetence, yet you’re tweeting nonsense day long tryin…"
pos,1.0,@realDonaldTrump @Jim_Jordan You said America First. Congrats. We’re number one in Covid19 deaths. Thanks,said america first. congrats. we’re number one covid19 deaths. thanks
pos,0.8571428571428571,@getnickwright Your right.. or wright... Jordan was great but today's players are way better than the players of the late 80's to mid 90's.,right.. wright... jordan great today's players way better players late 80's mid 90's.
pos,1.0,"RT @YellowDragon27: @creekresortpa @yoselinlr30 @real_defender @realDonaldTrump @Jim_Jordan good

nice",good nice
neg,1.0,RT @realDonaldTrump: “The only thing we got wrong is that it was even worse (the corruption) than we thought.” @Jim_Jordan  DIRTY COPS!,“the thing got wrong even worse (the corruption) thought.” dirty cops!
neg,1.0,RT @realDonaldTrump: “The only thing we got wrong is that it was even worse (the corruption) than we thought.” @Jim_Jordan  DIRTY COPS!,“the thing got wrong even worse (the corruption) thought.” dirty cops!
pos,1.0,@Jim_Jordan Are you saying you haven’t been working at all Jim? They can meet via teleconference.,saying haven’t working jim? meet via teleconference.
pos,0.8571428571428571,@scarliie1 i will keen to see sharks https://t.co/FS6KPrMRM1,keen see sharks
pos,1.0,"RT @NRLonNine: A sad day for the Super League. RIP Jordan.

#9WWOS

https://t.co/NeJNO4yqrY",sad day super league. rip jordan. 9wwos
pos,1.0,"RT @YellowDragon27: @creekresortpa @yoselinlr30 @real_defender @realDonaldTrump @Jim_Jordan good

nice",good nice
neg,1.0,RT @realDonaldTrump: “The only thing we got wrong is that it was even worse (the corruption) than we thought.” @Jim_Jordan  DIRTY COPS!,“the thing got wrong even worse (the corruption) thought.” dirty cops!
neg,1.0,RT @realDonaldTrump: “The only thing we got wrong is that it was even worse (the corruption) than we thought.” @Jim_Jordan  DIRTY COPS!,“the thing got wrong even worse (the corruption) thought.” dirty cops!
neg,1.0,"@realDonaldTrump @Jim_Jordan Judge Sullivan told @GenFlynn , ""arguably you sold your country out"", and warned, ""I cannot assure that if you proceed today you will not receive a sentence of incarceration.""","judge sullivan told ""arguably sold country out"", warned, ""i cannot assure proceed today receive sentence incarceration."""
neg,1.0,@BlissyogaRN @jelle_simons @lesleyabravanel @realDonaldTrump @Jim_Jordan They bought it and it's been sitting next to their lazy boy and 13 empty beer cans gathering dust for 8 years and they need an excuse to use it.,bought sitting next lazy boy 13 empty beer cans gathering dust 8 years need excuse use it.
pos,0.8571428571428571,RT @amwkash: Michael Jordan watching Lebron in Space Jam 2 https://t.co/5yE3LQrFvv,michael jordan watching lebron space jam 2
neg,1.0,RT @realDonaldTrump: “The only thing we got wrong is that it was even worse (the corruption) than we thought.” @Jim_Jordan  DIRTY COPS!,“the thing got wrong even worse (the corruption) thought.” dirty cops!
pos,1.0,RT @DailyMailUK: Princess Anne thanks frontline workers for 'their successful team effort and astonishing achievement' https://t.co/oMBPFtL…,princess anne thanks frontline workers 'their successful team effort astonishing achievement'
neg,1.0,RT @realDonaldTrump: “The only thing we got wrong is that it was even worse (the corruption) than we thought.” @Jim_Jordan  DIRTY COPS!,“the thing got wrong even worse (the corruption) thought.” dirty cops!
pos,0.8571428571428571,"@realDonaldTrump @Jim_Jordan @GOPLeader Gymmy retard @OhioState zero
#GOPCorruptionOverCountry https://t.co/gdHwzZmpA6",gymmy retard zero gopcorruptionovercountry
pos,1.0,RT @WhitehavenTiger: Excited to announce @WhitehavenTiger Football Program's partnership with @nikefootball and the Jordan @Jumpman23 Brand…,excited announce football program's partnership jordan brand…
pos,1.0,"@jimmsch @donotwonderwhy @AugustinKeaton @GermanyTrump @realDonaldTrump @Jim_Jordan Pretty soon you’ll learn so much. Please just know nothing but good things are coming. Hug your loved ones, be nice to your neighbor and sit back and enjoy the show. The professionals have this handled. I think James Corney will be the first arrest. I may be wrong.","pretty soon you’ll learn much. please know nothing good things coming. hug loved ones, nice neighbor sit back enjoy show. professionals handled. think james corney first arrest. may wrong."
pos,0.8571428571428571,RT @SportsCardKing_: Michael Jordan NBA Basketball 70+ Card Lot Bulls USA McDonalds… https://t.co/Xfa2gvyEpJ #MichaelJordan #SportsCardKing…,michael jordan nba basketball 70+ card lot bulls usa mcdonalds… michaeljordan sportscardking…
neg,1.0,RT @realDonaldTrump: “The only thing we got wrong is that it was even worse (the corruption) than we thought.” @Jim_Jordan  DIRTY COPS!,“the thing got wrong even worse (the corruption) thought.” dirty cops!
pos,0.8571428571428571,"RT @DrMartyFox: Patriot @Jim_Jordan On @GenFlynn 

They Sat On Exculpatory Evidence

The Agents Said He Wasn't Lying 

They Went After Him…",patriot sat exculpatory evidence agents said lying went him…
neutral,0.5714285714285714,@PEYS9377 @JediCounselor @realDonaldTrump @Jim_Jordan Oh I see.  You prefer the rapist currently squatting in our White House.,oh see. prefer rapist currently squatting white house.
pos,0.8571428571428571,@Qanon76 @realDonaldTrump @Jim_Jordan I see stripes!!  🚓⛓⚖️🗝,see stripes!! 🚓⛓⚖️🗝
pos,0.8571428571428571,RT @real_defender: @realDonaldTrump @Jim_Jordan James Comey neeeds to be investigated and prosecuted.,james comey neeeds investigated prosecuted.
neutral,0.7142857142857143,"RT @SexCounseling: @realDonaldTrump @Jim_Jordan The corruption goes straight to the top, when are we going to start talking about Obama's i…","corruption goes straight top, going start talking obama's i…"
pos,1.0,"RT @RyanPernofski: another day, another beautiful sunrise https://t.co/x8pSjwdhAF","another day, another beautiful sunrise"
neg,1.0,RT @realDonaldTrump: “The only thing we got wrong is that it was even worse (the corruption) than we thought.” @Jim_Jordan  DIRTY COPS!,“the thing got wrong even worse (the corruption) thought.” dirty cops!
neg,1.0,RT @realDonaldTrump: “The only thing we got wrong is that it was even worse (the corruption) than we thought.” @Jim_Jordan  DIRTY COPS!,“the thing got wrong even worse (the corruption) thought.” dirty cops!
pos,0.8571428571428571,@TozyTerry @realDonaldTrump @Jim_Jordan Yeap...think about it...,yeap...think it...
neg,1.0,RT @realDonaldTrump: “The only thing we got wrong is that it was even worse (the corruption) than we thought.” @Jim_Jordan  DIRTY COPS!,“the thing got wrong even worse (the corruption) thought.” dirty cops!
pos,0.8571428571428571,RT @saengineer96: @ValeskaMoraes1 @mellehougee @real_defender @realDonaldTrump @Jim_Jordan OMG!  I now realize by intuitive deduction that…,omg! realize intuitive deduction that…
pos,0.8571428571428571,RT @TerriACook: @Jordan_Sather_ So they are a publisher...,publisher...
neg,1.0,RT @realDonaldTrump: “The only thing we got wrong is that it was even worse (the corruption) than we thought.” @Jim_Jordan  DIRTY COPS!,“the thing got wrong even worse (the corruption) thought.” dirty cops!
pos,1.0,RT @NiaDaCosta: Jordan Peele. My obsession with Candyman as a kid. Jordan Peele. Meegan. The opportunity to play in a genre I love. And...…,jordan peele. obsession candyman kid. jordan peele. meegan. opportunity play genre love. and...…
pos,1.0,"@richie26188 Hopefully when we finally win it, jordan Henderson gets to lift @johnmerro1 up as well as the trophy","hopefully finally win it, jordan henderson gets lift well trophy"
neg,0.8571428571428571,"@juicy_jordan That sounds so familiar, I feel like I've watched at least one episode","sounds familiar, feel like i've watched least one episode"
neg,1.0,RT @realDonaldTrump: “The only thing we got wrong is that it was even worse (the corruption) than we thought.” @Jim_Jordan  DIRTY COPS!,“the thing got wrong even worse (the corruption) thought.” dirty cops!
pos,0.8571428571428571,"@realDonaldTrump @Jim_Jordan When are you resigning, clown?","resigning, clown?"
neg,1.0,RT @realDonaldTrump: “The only thing we got wrong is that it was even worse (the corruption) than we thought.” @Jim_Jordan  DIRTY COPS!,“the thing got wrong even worse (the corruption) thought.” dirty cops!
neg,1.0,RT @realDonaldTrump: “The only thing we got wrong is that it was even worse (the corruption) than we thought.” @Jim_Jordan  DIRTY COPS!,“the thing got wrong even worse (the corruption) thought.” dirty cops!
neg,0.8571428571428571,RT @ShannonFreshour: I am Republican Jim Jordan’s Democratic opponent. Thanks for all the grassroots support that made our win last night p…,republican jim jordan’s democratic opponent. thanks grassroots support made win last night p…
